"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Source"
"GO:0002526","acute inflammatory response","9/373, 15/711, 17/865","138/28905","0.0652173913043478, 0.108695652173913, 0.123188405797101","5.05391071220422, 4.41891396074115, 4.11648655441066","5.45800234742563, 6.39316414453881, 6.4454840410005","8.00694282814277e-05, 1.67612487526049e-06, 8.61615997834205e-07","0.00972041321640334, 9.99705165326601e-05, 5.25809555041939e-05","0.0088025413801795, 8.03138134173125e-05, 4.13198758769978e-05","18782/20210/14125/16016/14990/109648/21926/16193/18406, 18782/14125/12774/14990/20210/16193/20716/14130/109648/18406/19695/18405/19218/16016/16181, 18782/14990/12774/20210/14125/16193/16889/14069/14130/109648/20716/18406/19218/16016/16181/18405/246256","9, 15, 17","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002548","monocyte chemotaxis","11/711, 11/865","65/28905","0.169230769230769","6.87990912041545, 5.65504668741663","7.53641995683587, 6.59904537719931","4.94335574379338e-07, 3.31381579972345e-06","3.71092601870282e-05, 0.000163911794135794","2.98126517906087e-05, 0.00012880737756709","20307/15945/20296/13035/20306/20308/16854/20302/20293/20305/240873, 18787/20307/20308/20296/20305/15945/16854/13035/240873/20293/20306","11","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002573","myeloid leukocyte differentiation","19/711, 18/865","287/28905","0.0662020905923345, 0.0627177700348432","2.6913803496082, 2.09578860445912","4.5729664621637, 3.27677115382743","0.000102111224609222, 0.00271534717714225","0.002905831842801, 0.0302695208811605","0.00233447264792876, 0.0237868032954629","12262/17082/14728/83433/18729/100038909/235505/22402/13386/15951/80752/20308/18722/20302/16160/18725/381308/237625/18996, 17082/235505/83433/18729/100038909/14728/12262/15951/18733/22402/80752/18722/20308/18725/13386/100041146/21950/16160","19, 18","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002673","regulation of acute inflammatory response","7/373, 9/711, 9/865","80/28905","0.0875, 0.1125","6.78066353887399, 4.57357594936709, 3.75932080924856","5.91977649827529, 5.08275035154252, 4.34070783273355","7.97162626948152e-05, 0.000153220033002342, 0.000641145376244596","0.00972041321640334, 0.0037904546800693, 0.010995409207932","0.0088025413801795, 0.00304515651714583, 0.00864056081393024","18782/14125/16016/14990/109648/21926/16193, 18782/14125/12774/14990/16193/14130/109648/19218/16016, 18782/14990/12774/14125/16193/14130/109648/19218/16016","7, 9","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002675","positive regulation of acute inflammatory response","5/373, 6/711","58/28905","0.0862068965517241, 0.103448275862069","6.68045668854581, 4.20558707987778","4.95124258339326, 3.8806696621213","0.000910979218533145, 0.00296395535537481","0.0491300516477875, 0.0336069312950571","0.0444908362445135, 0.0269989683276055","14125/16016/14990/21926/16193, 14125/12774/14990/16193/19218/16016","5, 6","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA"
"GO:0002685","regulation of leukocyte migration","23/711, 22/865","253/28905","0.0909090909090909, 0.0869565217391304","3.69581894898351, 2.90575521487811","6.83925722580994, 5.34746473924449","8.84677614600007e-08, 8.69858802447847e-06","9.62971583492108e-06, 0.000363686160754916","7.73627292977849e-06, 0.000285796765701156","12267/114332/83433/20339/20344/15945/20296/84094/17242/19204/55985/57781/20306/19218/12061/16854/53416/11486/20293/14525/21336/240873/26887, 114332/12267/18787/22418/83433/84094/19204/217303/20344/57781/20339/12061/17242/118453/20296/15945/19218/16854/240873/20293/26887/20306","23, 22","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002687","positive regulation of leukocyte migration","19/711, 18/865","179/28905","0.106145251396648, 0.100558659217877","4.31522994601985, 3.36028675687022","7.06542061306104, 5.563546605183","1.0421407676254e-07, 7.84547950726225e-06","1.10670265908317e-05, 0.000335144620042048","8.89097245396459e-06, 0.000263367867095464","12267/114332/83433/20339/20344/15945/20296/84094/17242/19204/55985/20306/19218/12061/16854/53416/20293/21336/240873, 114332/12267/18787/22418/83433/84094/19204/20344/20339/12061/17242/20296/15945/19218/16854/240873/20293/20306","19, 18","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002691","regulation of cellular extravasation","9/711, 9/865","49/28905","0.183673469387755","7.46706277447688, 6.13766662734458","7.19486217306937, 6.32184609985381","2.67139623113286e-06, 1.29560825278257e-05","0.000151055314160422, 0.000494964486164658","0.000121354062557136, 0.000388959670582906","114332/20339/20344/20296/84094/17242/19204/19218/26887, 114332/84094/19204/20344/20339/17242/20296/19218/26887","9","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002693","positive regulation of cellular extravasation","6/711, 6/865","23/28905","0.260869565217391","10.6053935057788, 8.71726564463433","7.31814271265792, 6.5029701332617","1.53119252290039e-05, 4.60579908183245e-05","0.000685502721919152, 0.00127039996444945","0.000550715747150193, 0.000998322840310627","114332/20296/84094/17242/19204/19218, 114332/84094/19204/17242/20296/19218","6","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002695","negative regulation of leukocyte activation","10/373, 7/232, 17/711, 26/865","221/28905","0.0452488687782805, 0.031674208, 0.0769230769230769, 0.117647058823529","3.50648405371635, 3.946305976, 3.12723141837066, 3.93131587895274","4.2766972601837, 3.954945707, 5.04111315140045, 7.68310774970976","0.000639283845983428, 0.002135929, 3.72067048580798e-05, 3.16886911695289e-09","0.0416599972965867, 0.044676508, 0.00134945296485226, 5.95620639222466e-07","0.0377261585425747, 0.038409244, 0.0010841167715601, 4.68058646832453e-07","18782/100039795/14990/240754/12578/93695/234199/217166/18784/12477, 242248/15507/217166/11846/76747/12477/13035, 18782/14990/100039795/14728/14130/17242/13035/12578/93695/18784/11846/16854/100043314/12519/240873/329731/234199, 18782/14990/100039795/14728/12523/15507/217303/12578/14130/217166/93695/57916/208154/16184/242248/18784/17242/240754/16854/234199/13035/100043314/12477/20371/240873/15930","10, 7, 17, 26","Ure_RT_vs_Ure, Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002696","positive regulation of leukocyte activation","11/232, 26/865","397/28905","0.027707809, 0.0654911838790932","3.452130201, 2.18846551447999","4.425290688, 4.18790176626655","0.000395358, 0.00018265775510338","0.012995034, 0.00414641928130813","0.011172078, 0.00325839514316123","12775/15002/380797/15505/15519/12575/56792/11486/13655/72049/22163, 14990/17082/16197/22418/83433/14728/16019/15519/16193/15505/13655/16000/217304/16184/380797/56644/17242/20296/77777/381091/22163/17474/20371/21950/20533/16160","11, 26","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure"
"GO:0002697","regulation of immune effector process","16/373, 34/711, 38/865","473/28905","0.0338266384778013, 0.0718816067653277, 0.080338266384778","2.62133776193256, 2.92227544803347, 2.68459836977111","4.06506641464587, 6.69387982317527, 6.48815571850819","0.000484568972710769, 3.12757444470803e-08, 4.41665252787343e-08","0.0329506901443323, 4.25545597883086e-06, 4.82647679732029e-06","0.0298392472669263, 3.41872693413315e-06, 3.79280711573561e-06","69816/14126/14125/16016/83433/14990/16447/22163/100689/19074/20311/21926/18784/20296/16193/230899, 14125/14990/14126/21687/16193/14728/83433/20296/14130/19204/17174/11433/16414/16447/18784/19074/69816/11846/13844/16854/67313/16016/16160/12519/68891/12269/240873/19368/19369/19370/56554/237625/13137/379043, 14990/21687/16197/22418/83433/14126/14728/14125/16019/14128/16193/12523/19204/11433/16414/217303/14130/16447/69816/17174/100689/56644/18784/234311/20296/77777/20311/22163/16016/16854/232345/20371/68891/240873/12269/19074/16160/20202","16, 34, 38","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002698","negative regulation of immune effector process","12/711, 14/865","167/28905","0.0718562874251497, 0.0838323353293413","2.92124611536421, 2.80135682392441","3.95410679365407, 4.10041428461108","0.000917364134341309, 0.000523471341853621","0.0153034614594715, 0.00949726577362998","0.0122944183037555, 0.0074632695274233","14990/14728/14130/17174/11433/19074/11846/16854/12519/12269/240873/13137, 14990/16197/14728/12523/11433/217303/14130/17174/16854/232345/20371/240873/12269/19074","12, 14","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002699","positive regulation of immune effector process","13/373, 25/711, 24/865","315/28905","0.0412698412698413, 0.0793650793650794, 0.0761904761904762","3.19813609089748, 3.22650860625544, 2.54599504541701","4.48507860314481, 6.30968973544859, 4.84567542118803","0.000254751333399556, 3.36866921653556e-07, 3.131495862233e-05","0.0221350603020503, 2.76739354128223e-05, 0.000965274519701848","0.0200449075490704, 2.22325477786448e-05, 0.000758545046564013","69816/14126/14125/16016/83433/14990/22163/100689/21926/18784/20296/16193/230899, 14125/14990/14126/21687/16193/14728/83433/20296/19204/16414/18784/69816/11846/13844/67313/16016/16160/68891/19368/19369/19370/56554/237625/13137/379043, 14990/21687/22418/83433/14126/14728/14125/14128/16193/19204/16414/217303/69816/100689/56644/18784/234311/20296/77777/22163/16016/20371/68891/16160","13, 25, 24","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002700","regulation of production of molecular mediator of immune response","14/711, 16/865","233/28905","0.0600858369098712, 0.0686695278969957","2.44273012078738, 2.294673646084","3.51131257955748, 3.4850362324577","0.00201416476052408, 0.00185981534968351","0.0255288439338778, 0.0236196549409806","0.0205092349182303, 0.0185611159223037","14125/14990/21687/16193/14728/14130/11433/16447/19074/69816/11846/13844/67313/13137, 14990/21687/22418/14728/14125/16019/16193/11433/14130/16447/69816/100689/56644/22163/20371/19074","14, 16","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002703","regulation of leukocyte mediated immunity","23/711, 22/865","311/28905","0.0739549839228296, 0.0707395498392283","3.00656654049141, 2.36384588219988","5.64978252681096, 4.24723272166373","3.27681214061325e-06, 0.000192525171843702","0.000180597975445951, 0.00434191245839551","0.000145087897978119, 0.00341202022917563","14125/14990/14126/16193/14728/83433/20296/14130/19204/16414/11846/16016/16160/12519/68891/12269/19368/19369/19370/56554/237625/13137/379043, 14990/16197/83433/14126/14728/14125/14128/16193/12523/19204/16414/217303/14130/56644/20296/77777/20311/16016/20371/68891/12269/16160","23, 22","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002705","positive regulation of leukocyte mediated immunity","17/711, 14/865","196/28905","0.086734693877551, 0.0714285714285714","3.5261129768363, 2.38687035507845","5.63517230442594, 3.42178636515308","7.8460072967364e-06, 0.00243433918348138","0.000375401272197695, 0.0281234136277433","0.000301587995917352, 0.0221003203382856","14125/14990/16193/83433/20296/19204/16414/11846/16016/16160/68891/19368/19369/19370/56554/13137/379043, 14990/83433/14125/14128/16193/19204/16414/56644/20296/77777/16016/20371/68891/16160","17, 14","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002757","immune response-activating signaling pathway","13/232, 34/865","486/28905","0.026748971, 0.0699588477366255","3.332668157, 2.33775779633198","4.665015583, 5.22383261603596","0.000168041, 5.01987020472468e-06","0.006534649, 0.000238266364565669","0.005617962, 0.000187237689294781","12775/15481/12518/15985/12478/217166/56792/69169/11486/12143/12482/12477/20186, 12267/17060/15481/83433/18751/14728/16019/16889/217303/279572/226421/217166/56743/237754/21897/15951/12518/56644/234311/637515/56620/240754/16854/231655/414084/12478/23960/12477/20371/382551/246727/20186/329693/20202","13, 34","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure"
"GO:0002761","regulation of myeloid leukocyte differentiation","13/711, 12/865","157/28905","0.0828025477707006, 0.0764331210191083","3.36625547582574, 2.55410330989286","4.72109855965135, 3.42944558951576","0.000143635282906324, 0.00278561668613351","0.00359418403318467, 0.0306548309324154","0.00288747758679802, 0.0240895928385464","12262/14728/83433/18729/100038909/13386/20308/18722/20302/16160/18725/237625/18996, 83433/18729/100038909/14728/12262/18733/18722/20308/18725/13386/100041146/16160","13, 12","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002764","immune response-regulating signaling pathway","13/232, 36/865","497/28905","0.026156942, 0.0724346076458753","3.25890689, 2.4204882474035","4.569225524, 5.61039621587848","0.000208848, 1.19940930950517e-06","0.007792277, 6.63061687689974e-05","0.006699169, 5.21056081454381e-05","12775/15481/12518/15985/12478/217166/56792/69169/11486/12143/12482/12477/20186, 12267/17060/15481/83433/18751/14728/16019/16889/217303/279572/226421/217166/56743/237754/21897/15951/12518/208154/56644/234311/637515/56620/240754/16854/17474/231655/414084/12478/23960/12477/20371/382551/246727/20186/329693/20202","13, 36","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure"
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","11/232, 26/865","313/28905","0.03514377, 0.0830670926517572","4.378580478, 2.77578533306248","5.40593188, 5.54802474227331","5e-05, 3.18696541940818e-06","0.002422173, 0.000159314367082968","0.002082388, 0.000125194565411914","12775/12518/15985/12478/217166/56792/69169/11486/12143/12482/12477, 12267/17060/83433/18751/14728/16019/16889/217303/226421/217166/56743/237754/21897/12518/208154/56644/56620/240754/16854/17474/414084/12478/23960/12477/20371/329693","11, 26","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure"
"GO:0002790","peptide secretion","10/232, 19/865","330/28905","0.03030303, 0.0575757575757576","3.775470219, 1.92396216500263","4.561280932, 2.96494104040139","0.00036084, 0.00531979732828716","0.012149759, 0.0453679267615632","0.010445379, 0.0356516363122196","11865/217166/233081/12143/18125/20526/74591/20186/18167/15378, 18126/100039795/11865/17918/13924/245049/18751/16193/276952/217166/18575/214084/78896/19218/12290/16181/20186/57394/20202","10, 19","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure"
"GO:0002819","regulation of adaptive immune response","22/711, 18/865","253/28905","0.0869565217391304, 0.0711462450592885","3.53513116859292, 2.37743608490027","6.43159443986875, 3.86502465640021","3.62804690671485e-07, 0.000664674335319601","2.88708015793711e-05, 0.0113541036173497","2.3194080131579e-05, 0.00892243489424687","14125/14990/17082/16193/14728/83433/14130/18173/11846/13844/16016/11486/16160/12519/12269/240873/19368/19369/19370/56554/13137/379043, 14990/17082/16197/83433/14728/14125/14128/16193/14130/18173/56644/77777/56620/16016/20371/240873/12269/16160","22, 18","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002820","negative regulation of adaptive immune response","7/711, 7/865","60/28905","0.116666666666667","4.7429676511955, 3.8985549132948","4.60884236374918, 3.94747973737561","0.000659186024376729, 0.00204091271402063","0.0119091118262916, 0.0251712568062544","0.00956748267745739, 0.0197804166342986","17082/14728/14130/11846/12519/12269/240873, 17082/16197/14728/14130/20371/240873/12269","7","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","22/711, 18/865","237/28905","0.0928270042194093, 0.0759493670886076","3.77378981288611, 2.53793809907075","6.80901750781979, 4.17553717171956","1.16575664316701e-07, 0.000305823755531537","1.20196835560683e-05, 0.00633429591653422","9.6563132405326e-06, 0.0049777018795045","14125/14990/17082/16193/14728/83433/14130/18173/11846/13844/16016/11486/16160/12519/12269/240873/19368/19369/19370/56554/13137/379043, 14990/17082/16197/83433/14728/14125/14128/16193/14130/18173/56644/77777/56620/16016/20371/240873/12269/16160","22, 18","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","7/711, 7/865","55/28905","0.127272727272727","5.17414652857691, 4.2529689963216","4.92052625366104, 4.24117686234122","0.000385025729538018, 0.00121959226844494","0.00794503330051437, 0.0171582756569544","0.00638284110379064, 0.0134835476763468","17082/14728/14130/11846/12519/12269/240873, 17082/16197/14728/14130/20371/240873/12269","7","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","14/711, 12/865","167/28905","0.0838323353293413, 0.0718562874251497","3.40812046792491, 2.4011629919352","4.95614040596471, 3.18945623148821","7.06414232153757e-05, 0.00458850037626201","0.0021508584383199, 0.0417855877287891","0.0017279458913853, 0.0328365143205368","14125/14990/16193/83433/18173/16016/11486/16160/19368/19369/19370/56554/13137/379043, 14990/83433/14125/14128/16193/18173/56644/77777/56620/16016/20371/16160","14, 12","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002861","regulation of inflammatory response to antigenic stimulus","7/373, 8/711, 8/865","65/28905","0.107692307692308, 0.123076923076923","8.34543204784492, 5.00357026939305, 4.11276122721209","6.7786572981265, 5.13147163654065, 4.4126845477803","2.06127405934429e-05, 0.000188958331003242, 0.00069617504790451","0.0037927442691935, 0.0044232503934845, 0.0117251847673953","0.00343460587844922, 0.00355352877149844, 0.0092140428902057","18782/14125/16016/83433/14990/109648/21926, 18782/14125/14990/83433/14130/109648/16016/16160, 18782/14990/83433/14125/14130/109648/16016/16160","7, 8","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002862","negative regulation of inflammatory response to antigenic stimulus","4/711, 4/865","18/28905","0.222222222222222","9.03422409751524, 7.42581888246628","5.41457532838543, 4.78973554689931","0.000843728759398081, 0.00174292903538874","0.0145201384127243, 0.0224384206501142","0.0116651161534422, 0.0176328624546321","83433/14130/109648/16160","4","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002864","regulation of acute inflammatory response to antigenic stimulus","5/373, 6/711, 6/865","48/28905","0.104166666666667, 0.125","8.07221849865952, 5.08175105485232, 4.17702312138728","5.60683765503206, 4.49445430742693, 3.86913094323502","0.000378184808143482, 0.00110503351961893, 0.00296814319753081","0.0269170889155394, 0.0174956943433484, 0.0317706261621806","0.0243753823770751, 0.0140556033902151, 0.0249664221003191","18782/14125/16016/14990/109648, 18782/14125/14990/14130/109648/16016, 18782/14990/14125/14130/109648/16016","5, 6","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002886","regulation of myeloid leukocyte mediated immunity","9/711, 10/865","99/28905","0.0909090909090909, 0.101010101010101","3.69581894898351, 3.37537221930286","4.2667998162802, 4.15820422593817","0.000757316197613964, 0.00077219287118131","0.0132832870006403, 0.0125990774363923","0.010671460653997, 0.0099007770179241","14125/14990/14126/19204/16414/11846/16016/68891/237625, 14990/14126/14125/12523/19204/16414/217303/20311/16016/68891","9, 10","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002920","regulation of humoral immune response","6/711, 7/865","53/28905","0.113207547169811, 0.132075471698113","4.60234057797946, 4.41345839240921","4.16840751449473, 4.36860330395738","0.00186399493303079, 0.000975405932116022","0.0240314190640248, 0.014643554233269","0.0193062412179374, 0.0115073953585438","83433/14130/17174/16447/12269/13137, 83433/14128/14130/16447/17174/232345/12269","6, 7","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0002921","negative regulation of humoral immune response","4/711, 4/865","19/28905","0.210526315789474","8.55873861869864, 7.0349863097049","5.23380878289711, 4.62176021348512","0.00104805006779293, 0.00215584811668757","0.0169636059300015, 0.0257114982241495","0.0136281368627506, 0.0202049564342506","14130/17174/12269/13137, 14130/17174/232345/12269","4","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
